OrderID,CustomerID,OrderDate,Quantity,ItemPrice,TotalAmount,OrderMonth,CohortMonth
ORD-51190,CUST-1737,2025-01-16 14:09:00,2,138.07,276.14,2025-01,2025-01
ORD-51191,CUST-1057,2025-04-29 14:32:00,2,111.56,223.12,2025-04,2025-03
ORD-51192,CUST-1316,2025-10-05 10:25:00,5,112.08,560.4,2025-10,2025-02
ORD-51193,CUST-1366,2025-01-07 01:54:00,1,105.24,105.24,2025-01,2025-01
ORD-51194,CUST-1064,2025-08-12 10:11:00,3,32.53,97.59,2025-08,2025-08
ORD-51195,CUST-1854,2025-01-26 03:10:00,2,91.63,183.26,2025-01,2025-01
ORD-51196,CUST-1093,2025-01-07 23:12:00,1,98.9,98.9,2025-01,2025-01
ORD-51198,CUST-1918,2025-05-31 02:51:00,2,130.4,260.8,2025-05,2025-04
ORD-51199,CUST-1474,2025-09-26 23:31:00,1,48.44,48.44,2025-09,2025-01
ORD-51201,CUST-1820,2025-08-14 11:33:00,4,53.5,214.0,2025-08,2025-02
ORD-51202,CUST-1521,2025-06-24 10:42:00,2,61.9,123.8,2025-06,2025-03
ORD-51203,CUST-1861,2025-01-12 03:44:00,1,88.91,88.91,2025-01,2025-01
ORD-51204,CUST-1316,2025-09-07 21:52:00,1,42.94,42.94,2025-09,2025-02
ORD-51205,CUST-1170,2025-03-24 20:07:00,4,125.95,503.8,2025-03,2025-02
ORD-51206,CUST-1513,2025-06-18 13:53:00,4,48.36,193.44,2025-06,2025-03
ORD-51207,CUST-1911,2025-01-15 11:41:00,1,141.56,141.56,2025-01,2025-01
ORD-51208,CUST-1491,2025-05-07 03:18:00,1,80.76,80.76,2025-05,2025-01
ORD-51209,CUST-1166,2025-04-26 23:34:00,4,148.12,592.48,2025-04,2025-04
ORD-51210,CUST-1705,2025-08-08 05:37:00,3,116.89,350.67,2025-08,2025-04
ORD-51211,CUST-1010,2025-08-21 17:51:00,4,134.2,536.8,2025-08,2025-01
ORD-51212,CUST-1726,2025-12-16 12:10:00,4,63.52,254.08,2025-12,2025-02
ORD-51213,CUST-1575,2025-09-14 17:55:00,5,67.95,339.75,2025-09,2025-02
ORD-51214,CUST-1610,2025-03-03 04:20:00,4,127.14,508.56,2025-03,2025-03
ORD-51215,CUST-1523,2025-08-21 10:06:00,2,124.95,249.9,2025-08,2025-02
ORD-51216,CUST-1096,2025-11-27 21:14:00,4,24.93,99.72,2025-11,2025-02
ORD-51217,CUST-1625,2025-03-02 01:12:00,3,10.32,30.96,2025-03,2025-03
ORD-51218,CUST-1451,2025-01-13 11:01:00,1,94.37,94.37,2025-01,2025-01
ORD-51219,CUST-1491,2025-03-05 08:56:00,2,100.32,200.64,2025-03,2025-01
ORD-51220,CUST-1479,2025-02-21 12:42:00,2,65.08,130.16,2025-02,2025-02
ORD-51221,CUST-1478,2025-03-22 02:12:00,5,40.15,200.75,2025-03,2025-03
ORD-51223,CUST-1976,2025-09-25 04:57:00,4,10.33,41.32,2025-09,2025-03
ORD-51224,CUST-1400,2025-10-13 06:55:00,3,33.1,99.3,2025-10,2025-01
ORD-51225,CUST-1798,2025-02-07 16:55:00,3,125.48,376.44,2025-02,2025-02
ORD-51226,CUST-1345,2025-01-06 22:22:00,1,82.6,82.6,2025-01,2025-01
ORD-51227,CUST-1190,2025-09-19 20:33:00,4,87.91,351.64,2025-09,2025-02
ORD-51228,CUST-1062,2025-10-28 15:25:00,5,13.93,69.65,2025-10,2025-05
ORD-51229,CUST-1298,2025-04-15 17:29:00,5,18.57,92.85,2025-04,2025-04
ORD-51230,CUST-1650,2025-07-05 22:53:00,5,21.06,105.3,2025-07,2025-01
ORD-51231,CUST-1944,2025-04-06 16:22:00,2,66.78,133.56,2025-04,2025-01
ORD-51232,CUST-1086,2025-10-04 08:43:00,4,113.86,455.44,2025-10,2025-02
ORD-51233,CUST-1929,2025-05-11 22:03:00,4,113.37,453.48,2025-05,2025-01
ORD-51234,CUST-1358,2025-02-04 01:42:00,2,86.5,173.0,2025-02,2025-01
ORD-51235,CUST-1948,2025-06-02 17:07:00,1,56.0,56.0,2025-06,2025-02
ORD-51236,CUST-1408,2025-06-25 09:39:00,4,141.5,566.0,2025-06,2025-02
ORD-51237,CUST-1222,2025-02-06 00:07:00,5,65.09,325.45,2025-02,2025-02
ORD-51238,CUST-1107,2025-12-16 08:08:00,3,108.61,325.83,2025-12,2025-05
ORD-51239,CUST-1078,2025-10-13 06:18:00,4,59.34,237.36,2025-10,2025-04
ORD-51240,CUST-1871,2025-01-20 01:21:00,2,53.84,107.68,2025-01,2025-01
ORD-51241,CUST-1711,2025-06-03 05:33:00,3,135.92,407.76,2025-06,2025-06
ORD-51242,CUST-1403,2025-07-04 23:48:00,1,100.29,100.29,2025-07,2025-07
ORD-51243,CUST-1331,2025-11-07 11:35:00,4,31.24,124.96,2025-11,2025-01
ORD-51244,CUST-1241,2025-07-15 04:58:00,4,137.34,549.36,2025-07,2025-01
ORD-51245,CUST-1977,2025-04-08 20:23:00,4,40.45,161.8,2025-04,2025-04
ORD-51246,CUST-1839,2025-07-20 18:01:00,4,102.14,408.56,2025-07,2025-01
ORD-51247,CUST-1751,2025-03-27 12:02:00,2,96.88,193.76,2025-03,2025-01
ORD-51248,CUST-1663,2025-10-08 11:20:00,2,81.09,162.18,2025-10,2025-01
ORD-51249,CUST-1231,2025-08-14 19:25:00,3,25.2,75.6,2025-08,2025-05
ORD-51250,CUST-1605,2025-03-26 14:29:00,2,107.78,215.56,2025-03,2025-03
ORD-51251,CUST-1698,2025-01-13 22:39:00,3,22.58,67.74,2025-01,2025-01
ORD-51252,CUST-1560,2025-08-19 05:06:00,4,139.91,559.64,2025-08,2025-03
ORD-51253,CUST-1076,2025-07-04 21:55:00,2,66.22,132.44,2025-07,2025-02
ORD-51254,CUST-1959,2025-12-05 12:37:00,1,28.68,28.68,2025-12,2025-06
ORD-51255,CUST-1570,2025-09-16 18:51:00,3,91.41,274.23,2025-09,2025-03
ORD-51256,CUST-1924,2025-04-13 02:33:00,4,138.09,552.36,2025-04,2025-01
ORD-51257,CUST-1724,2025-09-19 01:50:00,3,33.4,100.2,2025-09,2025-01
ORD-51258,CUST-1431,2025-05-09 15:37:00,5,134.26,671.3,2025-05,2025-01
ORD-51259,CUST-1808,2025-09-13 08:27:00,4,92.28,369.12,2025-09,2025-01
ORD-51260,CUST-1575,2025-07-24 17:13:00,5,69.45,347.25,2025-07,2025-02
ORD-51261,CUST-1117,2025-05-28 11:39:00,4,108.71,434.84,2025-05,2025-05
ORD-51262,CUST-1381,2025-10-01 03:39:00,3,122.98,368.94,2025-10,2025-03
ORD-51263,CUST-1174,2025-10-28 05:49:00,3,26.8,80.4,2025-10,2025-02
ORD-51264,CUST-1496,2025-05-07 18:25:00,4,49.85,199.4,2025-05,2025-01
ORD-51265,CUST-1638,2025-05-11 05:28:00,4,69.17,276.68,2025-05,2025-02
ORD-51266,CUST-1662,2025-03-05 15:23:00,3,36.91,110.73,2025-03,2025-01
ORD-51267,CUST-1262,2025-09-28 18:32:00,4,52.35,209.4,2025-09,2025-03
ORD-51269,CUST-1108,2025-11-06 22:56:00,3,30.74,92.22,2025-11,2025-01
ORD-51270,CUST-1957,2025-03-12 01:30:00,5,111.91,559.55,2025-03,2025-01
ORD-51271,CUST-1911,2025-10-09 23:36:00,5,42.35,211.75,2025-10,2025-01
ORD-51272,CUST-1415,2025-07-14 19:47:00,3,49.69,149.07,2025-07,2025-04
ORD-51273,CUST-1250,2025-04-17 18:20:00,1,29.4,29.4,2025-04,2025-04
ORD-51274,CUST-1151,2025-09-26 02:26:00,5,30.99,154.95,2025-09,2025-02
ORD-51276,CUST-1863,2025-06-15 10:15:00,1,88.95,88.95,2025-06,2025-02
ORD-51277,CUST-1410,2025-05-30 16:04:00,5,41.45,207.25,2025-05,2025-05
ORD-51279,CUST-1015,2025-06-20 12:32:00,1,147.4,147.4,2025-06,2025-01
ORD-51280,CUST-1350,2025-09-13 10:48:00,2,36.15,72.3,2025-09,2025-03
ORD-51281,CUST-1042,2025-10-25 17:36:00,3,21.73,65.19,2025-10,2025-10
ORD-51282,CUST-1065,2025-06-28 06:59:00,1,112.36,112.36,2025-06,2025-02
ORD-51283,CUST-1894,2025-08-28 18:47:00,1,127.76,127.76,2025-08,2025-01
ORD-51284,CUST-1021,2025-05-05 22:10:00,5,147.31,736.55,2025-05,2025-05
ORD-51285,CUST-1418,2025-07-20 04:56:00,3,61.67,185.01,2025-07,2025-01
ORD-51286,CUST-1666,2025-03-23 10:10:00,2,61.46,122.92,2025-03,2025-03
ORD-51287,CUST-1371,2025-08-30 07:17:00,1,8.72,8.72,2025-08,2025-01
ORD-51288,CUST-1465,2025-04-25 18:43:00,3,136.68,410.04,2025-04,2025-01
ORD-51290,CUST-1207,2025-03-29 19:36:00,5,147.82,739.1,2025-03,2025-03
ORD-51292,CUST-1447,2025-12-27 04:12:00,4,121.66,486.64,2025-12,2025-02
ORD-51293,CUST-1414,2025-03-15 10:43:00,4,136.83,547.32,2025-03,2025-01
ORD-51294,CUST-1220,2025-11-25 10:25:00,4,38.99,155.96,2025-11,2025-04
ORD-51295,CUST-1622,2025-04-23 09:06:00,4,44.52,178.08,2025-04,2025-04
ORD-51296,CUST-1610,2025-04-01 21:07:00,3,57.93,173.79,2025-04,2025-03
ORD-51297,CUST-1201,2025-11-04 13:12:00,5,105.44,527.2,2025-11,2025-05
ORD-51298,CUST-1682,2025-02-18 01:05:00,5,54.78,273.9,2025-02,2025-01
ORD-51299,CUST-1758,2025-06-13 18:57:00,4,10.36,41.44,2025-06,2025-01
ORD-51300,CUST-1111,2025-10-01 02:38:00,2,62.98,125.96,2025-10,2025-10
ORD-51301,CUST-1909,2025-12-15 17:57:00,4,146.58,586.32,2025-12,2025-04
ORD-51302,CUST-1795,2025-05-18 23:30:00,2,135.56,271.12,2025-05,2025-05
ORD-51303,CUST-1760,2025-09-10 19:51:00,4,10.92,43.68,2025-09,2025-06
ORD-51304,CUST-1076,2025-07-15 18:48:00,1,68.26,68.26,2025-07,2025-02
ORD-51305,CUST-1384,2025-12-20 09:49:00,2,134.39,268.78,2025-12,2025-01
ORD-51306,CUST-1341,2025-03-03 23:59:00,3,77.17,231.51,2025-03,2025-03
ORD-51307,CUST-1068,2025-03-10 21:01:00,5,73.47,367.35,2025-03,2025-03
ORD-51308,CUST-1994,2025-11-16 18:20:00,5,57.81,289.05,2025-11,2025-01
ORD-51309,CUST-1308,2025-12-03 18:33:00,1,114.74,114.74,2025-12,2025-03
ORD-51310,CUST-1663,2025-04-24 18:48:00,3,56.72,170.16,2025-04,2025-01
ORD-51311,CUST-1398,2025-04-06 05:23:00,5,48.78,243.9,2025-04,2025-02
ORD-51312,CUST-1348,2025-11-20 04:47:00,3,118.07,354.21,2025-11,2025-03
ORD-51313,CUST-1281,2025-01-30 17:53:00,3,82.25,246.75,2025-01,2025-01
ORD-51314,CUST-1274,2025-03-31 16:55:00,4,128.77,515.08,2025-03,2025-01
ORD-51315,CUST-1272,2025-02-27 02:34:00,5,86.17,430.85,2025-02,2025-02
ORD-51316,CUST-1318,2025-07-14 10:41:00,5,133.51,667.55,2025-07,2025-02
ORD-51317,CUST-1409,2025-10-18 15:01:00,1,113.83,113.83,2025-10,2025-06
ORD-51318,CUST-1079,2025-01-21 15:13:00,2,109.68,219.36,2025-01,2025-01
ORD-51319,CUST-1341,2025-08-14 19:56:00,4,38.09,152.36,2025-08,2025-03
ORD-51320,CUST-1934,2025-02-04 13:21:00,5,39.66,198.3,2025-02,2025-02
ORD-51321,CUST-1577,2025-11-05 20:08:00,2,40.24,80.48,2025-11,2025-03
ORD-51322,CUST-1687,2025-07-02 12:03:00,5,7.15,35.75,2025-07,2025-05
ORD-51323,CUST-1434,2025-02-27 22:59:00,2,113.43,226.86,2025-02,2025-02
ORD-51324,CUST-1088,2025-03-21 02:28:00,3,57.16,171.48,2025-03,2025-01
ORD-51325,CUST-1319,2025-10-31 02:18:00,2,80.48,160.96,2025-10,2025-07
ORD-51326,CUST-1359,2025-03-28 18:11:00,4,53.82,215.28,2025-03,2025-03
ORD-51327,CUST-1471,2025-02-19 05:02:00,5,56.76,283.8,2025-02,2025-01
ORD-51328,CUST-1782,2025-05-28 11:22:00,2,24.25,48.5,2025-05,2025-01
ORD-51330,CUST-1270,2025-08-20 04:02:00,5,137.07,685.35,2025-08,2025-02
ORD-51331,CUST-1693,2025-03-08 07:29:00,4,133.53,534.12,2025-03,2025-02
ORD-51332,CUST-1615,2025-07-20 11:24:00,1,65.74,65.74,2025-07,2025-03
ORD-51333,CUST-1708,2025-03-03 07:57:00,5,101.41,507.05,2025-03,2025-02
ORD-51334,CUST-1993,2025-07-13 22:26:00,5,8.06,40.3,2025-07,2025-04
ORD-51335,CUST-1375,2025-11-21 03:12:00,5,37.74,188.7,2025-11,2025-02
ORD-51336,CUST-1647,2025-04-27 10:17:00,1,36.03,36.03,2025-04,2025-04
ORD-51337,CUST-1873,2025-11-22 13:57:00,2,72.48,144.96,2025-11,2025-02
ORD-51338,CUST-1240,2025-11-10 15:41:00,1,87.85,87.85,2025-11,2025-03
ORD-51339,CUST-1962,2025-09-24 15:22:00,5,49.44,247.2,2025-09,2025-01
ORD-51341,CUST-1238,2025-08-15 00:20:00,3,98.88,296.64,2025-08,2025-06
ORD-51342,CUST-1258,2025-09-15 00:21:00,1,45.05,45.05,2025-09,2025-03
ORD-51343,CUST-1143,2025-08-20 19:00:00,2,61.44,122.88,2025-08,2025-03
ORD-51344,CUST-1848,2025-05-19 00:56:00,1,22.23,22.23,2025-05,2025-03
ORD-51345,CUST-1047,2025-08-14 23:39:00,1,22.21,22.21,2025-08,2025-01
ORD-51346,CUST-1075,2025-11-02 02:32:00,1,10.04,10.04,2025-11,2025-01
ORD-51347,CUST-1981,2025-08-31 05:37:00,4,132.83,531.32,2025-08,2025-01
ORD-51348,CUST-1401,2025-03-26 18:50:00,2,101.9,203.8,2025-03,2025-01
ORD-51349,CUST-1371,2025-01-19 07:49:00,3,16.15,48.45,2025-01,2025-01
ORD-51350,CUST-1264,2025-10-03 22:37:00,4,35.99,143.96,2025-10,2025-01
ORD-51351,CUST-1471,2025-01-05 07:41:00,2,57.6,115.2,2025-01,2025-01
ORD-51352,CUST-1436,2025-07-02 00:40:00,1,122.95,122.95,2025-07,2025-01
ORD-51353,CUST-1271,2025-04-12 09:58:00,3,111.56,334.68,2025-04,2025-02
ORD-51354,CUST-1093,2025-11-18 18:57:00,4,91.71,366.84,2025-11,2025-01
ORD-51355,CUST-1529,2025-09-10 16:34:00,5,70.73,353.65,2025-09,2025-03
ORD-51356,CUST-1418,2025-07-05 23:34:00,2,81.13,162.26,2025-07,2025-01
ORD-51357,CUST-1920,2025-08-11 05:13:00,5,102.55,512.75,2025-08,2025-02
ORD-51358,CUST-1279,2025-06-13 07:32:00,5,64.05,320.25,2025-06,2025-03
ORD-51359,CUST-1686,2025-03-07 07:03:00,5,82.62,413.1,2025-03,2025-03
ORD-51360,CUST-1567,2025-09-16 20:38:00,4,92.07,368.28,2025-09,2025-03
ORD-51361,CUST-1153,2025-12-22 19:06:00,3,132.93,398.79,2025-12,2025-04
ORD-51362,CUST-1192,2025-06-18 12:32:00,2,114.38,228.76,2025-06,2025-01
ORD-51363,CUST-1474,2025-12-05 10:49:00,4,137.89,551.56,2025-12,2025-01
ORD-51364,CUST-1985,2025-01-03 09:14:00,3,52.17,156.51,2025-01,2025-01
ORD-51366,CUST-1855,2025-12-25 15:01:00,2,140.12,280.24,2025-12,2025-03
ORD-51367,CUST-1402,2025-04-20 22:07:00,2,75.22,150.44,2025-04,2025-01
ORD-51368,CUST-1672,2025-03-30 03:52:00,2,87.37,174.74,2025-03,2025-01
ORD-51369,CUST-1237,2025-01-31 00:17:00,2,83.81,167.62,2025-01,2025-01
ORD-51370,CUST-1287,2025-12-19 09:14:00,2,24.46,48.92,2025-12,2025-01
ORD-51371,CUST-1586,2025-02-06 23:43:00,4,138.09,552.36,2025-02,2025-02
ORD-51372,CUST-1140,2025-08-24 03:55:00,2,32.73,65.46,2025-08,2025-01
ORD-51373,CUST-1982,2025-12-13 01:10:00,1,20.36,20.36,2025-12,2025-03
ORD-51374,CUST-1528,2025-07-22 12:29:00,3,102.13,306.39,2025-07,2025-01
ORD-51375,CUST-1634,2025-09-19 21:39:00,1,108.59,108.59,2025-09,2025-01
ORD-51376,CUST-1562,2025-06-04 00:20:00,2,97.43,194.86,2025-06,2025-01
ORD-51377,CUST-1483,2025-03-08 21:49:00,4,22.71,90.84,2025-03,2025-02
ORD-51378,CUST-1164,2025-09-12 02:30:00,4,72.94,291.76,2025-09,2025-04
ORD-51379,CUST-1077,2025-01-12 14:57:00,5,85.26,426.3,2025-01,2025-01
ORD-51380,CUST-1986,2025-10-01 17:47:00,5,104.38,521.9,2025-10,2025-01
ORD-51381,CUST-1956,2025-01-10 16:29:00,1,59.23,59.23,2025-01,2025-01
ORD-51382,CUST-1519,2025-01-16 16:41:00,3,66.67,200.01,2025-01,2025-01
ORD-51383,CUST-1596,2025-05-03 08:30:00,3,149.75,449.25,2025-05,2025-01
ORD-51384,CUST-1725,2025-04-26 17:07:00,3,68.09,204.27,2025-04,2025-03
ORD-51385,CUST-1108,2025-04-02 05:30:00,2,101.99,203.98,2025-04,2025-01
ORD-51386,CUST-1333,2025-02-04 02:58:00,1,75.58,75.58,2025-02,2025-02
ORD-51387,CUST-1881,2025-02-01 04:59:00,4,47.87,191.48,2025-02,2025-01
ORD-51388,CUST-1633,2025-03-15 00:49:00,4,101.96,407.84,2025-03,2025-03
ORD-51389,CUST-1200,2025-03-02 02:13:00,2,95.04,190.08,2025-03,2025-03
ORD-51390,CUST-1734,2025-04-24 21:27:00,2,142.16,284.32,2025-04,2025-04
ORD-51391,CUST-1290,2025-10-31 23:04:00,3,19.64,58.92,2025-10,2025-02
ORD-51392,CUST-1260,2025-06-21 19:38:00,1,145.21,145.21,2025-06,2025-06
ORD-51394,CUST-1975,2025-08-24 05:53:00,5,100.85,504.25,2025-08,2025-02
ORD-51395,CUST-1682,2025-05-06 13:55:00,1,118.08,118.08,2025-05,2025-01
ORD-51396,CUST-1978,2025-06-25 19:52:00,5,33.85,169.25,2025-06,2025-02
ORD-51397,CUST-1395,2025-06-30 18:09:00,5,26.29,131.45,2025-06,2025-01
ORD-51398,CUST-1799,2025-03-29 11:37:00,2,32.83,65.66,2025-03,2025-03
ORD-51400,CUST-1498,2025-10-21 09:14:00,2,113.33,226.66,2025-10,2025-03
ORD-51401,CUST-1781,2025-12-11 19:48:00,3,91.56,274.68,2025-12,2025-12
ORD-51402,CUST-1568,2025-05-20 11:32:00,1,43.91,43.91,2025-05,2025-03
ORD-51403,CUST-1085,2025-08-09 22:26:00,4,48.4,193.6,2025-08,2025-05
ORD-51404,CUST-1322,2025-02-07 09:30:00,2,110.53,221.06,2025-02,2025-01
ORD-51405,CUST-1656,2025-07-29 06:10:00,5,65.66,328.3,2025-07,2025-01
ORD-51407,CUST-1683,2025-04-05 20:55:00,1,116.34,116.34,2025-04,2025-04
ORD-51408,CUST-1889,2025-09-05 02:49:00,4,127.01,508.04,2025-09,2025-05
ORD-51409,CUST-1942,2025-04-06 10:13:00,5,69.48,347.4,2025-04,2025-04
ORD-51410,CUST-1434,2025-11-10 14:20:00,5,8.49,42.45,2025-11,2025-02
ORD-51411,CUST-1933,2025-09-19 21:05:00,5,27.52,137.6,2025-09,2025-03
ORD-51412,CUST-1204,2025-08-30 02:45:00,5,99.4,497.0,2025-08,2025-02
ORD-51413,CUST-1991,2025-02-06 00:15:00,5,31.48,157.4,2025-02,2025-02
ORD-51414,CUST-1434,2025-03-17 11:27:00,3,32.97,98.91,2025-03,2025-02
ORD-51415,CUST-1309,2025-03-12 19:30:00,2,77.78,155.56,2025-03,2025-03
ORD-51416,CUST-1902,2025-03-20 10:50:00,2,23.98,47.96,2025-03,2025-01
ORD-51417,CUST-1129,2025-12-27 07:23:00,5,10.79,53.95,2025-12,2025-02
ORD-51418,CUST-1613,2025-02-20 00:25:00,3,77.28,231.84,2025-02,2025-01
ORD-51419,CUST-1234,2025-05-06 09:04:00,5,78.71,393.55,2025-05,2025-04
ORD-51420,CUST-1738,2025-06-19 10:03:00,5,62.32,311.6,2025-06,2025-02
ORD-51421,CUST-1528,2025-02-16 04:35:00,5,15.13,75.65,2025-02,2025-01
ORD-51422,CUST-1419,2025-05-21 01:10:00,4,101.81,407.24,2025-05,2025-01
ORD-51423,CUST-1405,2025-12-15 23:53:00,4,74.45,297.8,2025-12,2025-02
ORD-51424,CUST-1929,2025-01-07 23:45:00,4,59.28,237.12,2025-01,2025-01
ORD-51425,CUST-1451,2025-01-03 16:17:00,5,47.49,237.45,2025-01,2025-01
ORD-51426,CUST-1471,2025-06-04 22:02:00,3,149.57,448.71,2025-06,2025-01
ORD-51427,CUST-1300,2025-03-29 23:29:00,2,20.11,40.22,2025-03,2025-03
ORD-51428,CUST-1446,2025-04-30 07:36:00,1,149.78,149.78,2025-04,2025-01
ORD-51429,CUST-1164,2025-08-26 08:11:00,5,88.82,444.1,2025-08,2025-04
ORD-51430,CUST-1427,2025-05-04 06:20:00,5,98.54,492.7,2025-05,2025-05
ORD-51431,CUST-1624,2025-03-23 08:58:00,4,133.17,532.68,2025-03,2025-01
ORD-51432,CUST-1728,2025-07-02 03:11:00,5,11.25,56.25,2025-07,2025-01
ORD-51433,CUST-1603,2025-11-01 11:36:00,2,72.79,145.58,2025-11,2025-04
ORD-51434,CUST-1594,2025-08-16 13:30:00,2,143.26,286.52,2025-08,2025-01
ORD-51435,CUST-1858,2025-09-25 10:46:00,4,114.05,456.2,2025-09,2025-01
ORD-51436,CUST-1779,2025-01-19 12:26:00,2,90.81,181.62,2025-01,2025-01
ORD-51438,CUST-1396,2025-03-27 01:52:00,2,133.71,267.42,2025-03,2025-03
ORD-51439,CUST-1518,2025-12-30 07:38:00,2,61.88,123.76,2025-12,2025-01
ORD-51440,CUST-1960,2025-09-02 16:01:00,4,91.74,366.96,2025-09,2025-02
ORD-51441,CUST-1399,2025-08-05 04:10:00,3,44.69,134.07,2025-08,2025-01
ORD-51442,CUST-1767,2025-07-27 16:38:00,1,89.68,89.68,2025-07,2025-04
ORD-51443,CUST-1402,2025-07-23 13:13:00,1,95.87,95.87,2025-07,2025-01
ORD-51444,CUST-1390,2025-05-29 03:49:00,2,41.58,83.16,2025-05,2025-04
ORD-51445,CUST-1541,2025-09-14 13:01:00,1,23.96,23.96,2025-09,2025-01
ORD-51446,CUST-1267,2025-06-27 14:52:00,5,142.74,713.7,2025-06,2025-01
ORD-51447,CUST-1494,2025-05-06 20:27:00,1,43.05,43.05,2025-05,2025-02
ORD-51448,CUST-1048,2025-11-09 21:55:00,1,145.6,145.6,2025-11,2025-05
ORD-51449,CUST-1920,2025-03-03 13:54:00,4,100.74,402.96,2025-03,2025-02
ORD-51450,CUST-1434,2025-11-17 13:18:00,5,131.54,657.7,2025-11,2025-02
ORD-51451,CUST-1249,2025-07-03 14:48:00,4,105.15,420.6,2025-07,2025-01
ORD-51452,CUST-1309,2025-05-06 13:43:00,2,93.91,187.82,2025-05,2025-03
ORD-51453,CUST-1746,2025-08-08 13:02:00,2,8.93,17.86,2025-08,2025-03
ORD-51454,CUST-1165,2025-05-08 02:25:00,4,145.74,582.96,2025-05,2025-05
ORD-51455,CUST-1845,2025-04-02 22:46:00,3,79.03,237.09,2025-04,2025-04
ORD-51456,CUST-1117,2025-12-26 22:16:00,4,127.44,509.76,2025-12,2025-05
ORD-51457,CUST-1815,2025-06-13 15:02:00,5,108.51,542.55,2025-06,2025-02
ORD-51459,CUST-1313,2025-12-14 02:30:00,1,137.52,137.52,2025-12,2025-02
ORD-51460,CUST-1810,2025-02-10 03:19:00,5,59.94,299.7,2025-02,2025-01
ORD-51461,CUST-1448,2025-04-10 06:49:00,2,141.21,282.42,2025-04,2025-01
ORD-51462,CUST-1761,2025-07-26 22:51:00,4,61.14,244.56,2025-07,2025-04
ORD-51463,CUST-1596,2025-11-09 00:02:00,2,68.66,137.32,2025-11,2025-01
ORD-51464,CUST-1406,2025-06-06 07:13:00,1,44.49,44.49,2025-06,2025-01
ORD-51465,CUST-1889,2025-12-24 15:47:00,5,82.26,411.3,2025-12,2025-05
ORD-51466,CUST-1688,2025-11-27 02:55:00,3,40.98,122.94,2025-11,2025-03
ORD-51467,CUST-1244,2025-12-05 10:05:00,3,58.71,176.13,2025-12,2025-05
ORD-51468,CUST-1714,2025-12-28 07:48:00,2,107.44,214.88,2025-12,2025-02
ORD-51469,CUST-1786,2025-05-11 22:02:00,5,10.95,54.75,2025-05,2025-02
ORD-51470,CUST-1810,2025-01-28 12:12:00,2,106.13,212.26,2025-01,2025-01
ORD-51471,CUST-1335,2025-03-02 17:52:00,3,146.28,438.84,2025-03,2025-03
ORD-51472,CUST-1311,2025-03-04 02:56:00,1,141.64,141.64,2025-03,2025-03
ORD-51473,CUST-1833,2025-06-04 18:29:00,2,139.64,279.28,2025-06,2025-01
ORD-51474,CUST-1618,2025-09-02 22:05:00,4,24.71,98.84,2025-09,2025-04
ORD-51475,CUST-1294,2025-05-11 12:07:00,1,54.18,54.18,2025-05,2025-01
ORD-51476,CUST-1285,2025-06-11 15:48:00,4,132.41,529.64,2025-06,2025-01
ORD-51477,CUST-1118,2025-09-08 04:42:00,2,87.6,175.2,2025-09,2025-03
ORD-51479,CUST-1339,2025-10-04 15:14:00,2,54.96,109.92,2025-10,2025-01
ORD-51480,CUST-1546,2025-03-12 13:59:00,5,78.61,393.05,2025-03,2025-01
ORD-51481,CUST-1841,2025-01-03 05:47:00,4,90.38,361.52,2025-01,2025-01
ORD-51482,CUST-1281,2025-03-20 00:55:00,4,95.57,382.28,2025-03,2025-01
ORD-51483,CUST-1916,2025-11-28 01:37:00,2,120.01,240.02,2025-11,2025-02
ORD-51484,CUST-1471,2025-12-25 10:10:00,1,107.15,107.15,2025-12,2025-01
ORD-51485,CUST-1268,2025-05-06 06:31:00,3,37.67,113.01,2025-05,2025-01
ORD-51486,CUST-1783,2025-04-18 04:01:00,3,143.98,431.94,2025-04,2025-04
ORD-51487,CUST-1858,2025-08-19 00:22:00,5,14.55,72.75,2025-08,2025-01
ORD-51488,CUST-1612,2025-10-05 17:17:00,5,40.46,202.3,2025-10,2025-07
ORD-51489,CUST-1958,2025-06-22 04:24:00,3,116.25,348.75,2025-06,2025-04
ORD-51490,CUST-1277,2025-07-19 23:16:00,5,79.94,399.7,2025-07,2025-02
ORD-51491,CUST-1165,2025-10-02 11:23:00,3,146.11,438.33,2025-10,2025-05
ORD-51492,CUST-1294,2025-06-25 23:39:00,4,31.08,124.32,2025-06,2025-01
ORD-51493,CUST-1145,2025-11-10 14:17:00,2,64.75,129.5,2025-11,2025-01
ORD-51494,CUST-1924,2025-03-23 15:18:00,2,34.02,68.04,2025-03,2025-01
ORD-51495,CUST-1625,2025-12-18 19:09:00,5,40.43,202.15,2025-12,2025-03
ORD-51496,CUST-1197,2025-06-29 21:45:00,5,128.12,640.6,2025-06,2025-05
ORD-51497,CUST-1268,2025-03-12 07:28:00,2,66.78,133.56,2025-03,2025-01
ORD-51498,CUST-1205,2025-08-25 07:28:00,1,137.66,137.66,2025-08,2025-01
ORD-51499,CUST-1832,2025-08-12 18:47:00,2,147.3,294.6,2025-08,2025-02
ORD-51500,CUST-1549,2025-11-04 11:44:00,4,99.83,399.32,2025-11,2025-02
ORD-51501,CUST-1833,2025-12-11 12:49:00,1,69.98,69.98,2025-12,2025-01
ORD-51502,CUST-1555,2025-12-17 20:39:00,1,123.78,123.78,2025-12,2025-04
